Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url,doc,name,fund_type,id,subscription,switching,redemption,management,trustee,performance,admin,file_id,freq
Allianz Global Investors Fund (AOY394),Allianz Global Artificial Intelligence (BKR475),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,AOY394,BKR475,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKR475&docType=OD,1.0,allianz global artificial intelligence,other,BKR475,5%,5%,0,2.05%,0,0,0,BKR475,daily
Allianz Global Investors Fund (AOY394),Allianz Global High Yield (BKR476),Allianz Global Investors GmbH,27/11/2017,Offering Documents,No,AOY394,BKR476,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKR476&docType=OD,1.0,allianz global high yield,bond,BKR476,3%,3%,0,1.35%,0,0,0,BKR476,daily
Income Partners Strategy Fund (BEI578),Income Partners Managed Volatility High Yield Bond Fund (BLB993),Income Partners Asset Management (HK) Limited,14/11/2017,Offering Documents,No,BEI578,BLB993,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BLB993&docType=OD,1.0,income partners managed volatility high yield bond fund,bond,BLB993,,,,,,,,,
New Capital Hong Kong Unit Trust Series (BKY325),New Capital Asia Future Leaders Fund (BKY326),EFG Asset Management (HK) Limited,7/11/2017,Offering Documents,No,BKY325,BKY326,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKY326&docType=OD,1.0,new capital asia future leaders fund,other,BKY326,5%,2%,3%,1.5%,0.08%,0,0.08%,BKY326,
Invesco Funds (AAV714),Invesco ASEAN Equity Fund (BKK542),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK542,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK542&docType=OD,1.0,invesco asean equity fund,stock,BKK542,,,,,,,,,
Invesco Funds (AAV714),Invesco Continental European Equity Fund (BKK540),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK540,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK540&docType=OD,1.0,invesco continental european equity fund,stock,BKK540,0,1.00%,0,1.00%,0,0,0,BKK540,daily
Invesco Funds (AAV714),Invesco Continental European Small Cap Equity Fund (BKK539),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK539,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK539&docType=OD,1.0,invesco continental european small cap equity fund,stock,BKK539,0,1.00%,0,1.00%,0,0,0,BKK539,daily
Invesco Funds (AAV714),Invesco Emerging Markets Select Equity Fund (BKK541),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK541,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK541&docType=OD,1.0,invesco emerging markets select equity fund,stock,BKK541,0,1.00%,0,1.00%,0,0,0,BKK541,daily
Invesco Funds (AAV714),Invesco Global Small Cap Equity Fund (BKK543),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK543,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK543&docType=OD,1.0,invesco global small cap equity fund,stock,BKK543,0,1.00%,0,1.00%,0,0,0,BKK543,daily
Invesco Funds (AAV714),Invesco UK Equity Fund (BKK538),INVESCO Management S.A.,11/10/2017,Offering Documents,No,AAV714,BKK538,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKK538&docType=OD,1.0,invesco uk equity fund,stock,BKK538,0,1.00%,0,1.00%,0,0,0,BKK538,daily
Capital International Fund (BGX053),Capital Group US High Yield Fund (LUX) (BKP323),Capital International Management Company,3/10/2017,"Offering Documents

Waivers Granted",No,BGX053,BKP323,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKP323&docType=OD,1.0,capital group us high yield fund (lux),bond,BKP323,5.25%,5.25%,0,0.375%,0,0,0.15%,BKP323,daily
Eastspring Investments (APD368),Eastspring Investments - Asian Low Volatility Equity Fund (BKP916),Eastspring Investments (Luxembourg) S.A.,21/9/2017,Offering Documents,No,APD368,BKP916,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKP916&docType=OD,1.0,eastspring investments - asian low volatility equity fund,stock,BKP916,5%,0,0,1.00%,0,0,0,BKP916,daily
Franklin Templeton Investment Funds (ACG318),Templeton European Dividend Fund (BKC186),Franklin Templeton International Services S.a.r.l.,19/9/2017,Offering Documents,No,ACG318,BKC186,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKC186&docType=OD,1.0,templeton european dividend fund,other,BKC186,5.00%,1.00%,0,1.50%,0,0,0,BKC186,daily
AB SICAV I (ANP585),Asia Income Opportunities Portfolio (BJS920),AllianceBernstein (Luxembourg) S.a.r.l.,7/9/2017,Offering Documents,No,ANP585,BJS920,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJS920&docType=OD,1.0,asia income opportunities portfolio,bond,BJS920,5%,0,0,1.10%,0,0,1.00%,BJS920,daily
Invesco Funds (AAV714),Invesco Asian Equity Fund (BJX368),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX368,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX368&docType=OD,1.0,invesco asian equity fund,stock,BJX368,0,1.00%,0,1.00%,0,0,0,BJX368,daily
Invesco Funds (AAV714),Invesco Emerging Markets Bond Fund (BJX369),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX369,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX369&docType=OD,1.0,invesco emerging markets bond fund,bond,BJX369,0,1.00%,0,0.75%,0,0,0,BJX369,daily
Invesco Funds (AAV714),Invesco Emerging Markets Equity Fund (BJX370),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX370,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX370&docType=OD,1.0,invesco emerging markets equity fund,stock,BJX370,0,1.00%,0,1.00%,0,0,0,BJX370,daily
Invesco Funds (AAV714),Invesco Global Health Care Innovation Fund (BJX374),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX374,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX374&docType=OD,1.0,invesco global health care innovation fund,other,BJX374,0,1.00%,0,0,0,0,0,BJX374,daily
Invesco Funds (AAV714),Invesco Pacific Equity Fund (BJX372),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX372,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX372&docType=OD,1.0,invesco pacific equity fund,stock,BJX372,0,1.00%,0,1.00%,0,0,0,BJX372,daily
Invesco Funds (AAV714),Invesco PRC Equity Fund (BJX373),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX373,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX373&docType=OD,1.0,invesco prc equity fund,stock,BJX373,0,1.00%,0,1.75%,0,0,0,BJX373,daily
Invesco Funds (AAV714),Invesco Responsible Global Real Assets Fund (BJX375),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX375,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX375&docType=OD,1.0,invesco responsible global real assets fund,other,BJX375,0,1.00%,0,0.80%,0,0,0,BJX375,daily
Invesco Funds (AAV714),Invesco Sustainable Global High Income Fund (BJX371),INVESCO Management S.A.,31/8/2017,Offering Documents,No,AAV714,BJX371,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJX371&docType=OD,1.0,invesco sustainable global high income fund,bond,BJX371,0,1.00%,0,1.00%,0,0,0,BJX371,daily
T. Rowe Price Funds SICAV (BGZ799),Emerging Markets Bond Fund (BJI369),T. Rowe Price (Luxembourg) Management S.a r.l.,30/8/2017,Offering Documents,No,BGZ799,BJI369,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJI369&docType=OD,1.0,emerging markets bond fund,bond,BJI369,0,0,0,0.50%,0,0,0.01%,BJI369,daily
T. Rowe Price Funds SICAV (BGZ799),Euro Corporate Bond Fund (BJI370),T. Rowe Price (Luxembourg) Management S.a r.l.,30/8/2017,Offering Documents,No,BGZ799,BJI370,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJI370&docType=OD,1.0,euro corporate bond fund,bond,BJI370,5%,0,0,0.435%,0,0,0.01%,BJI370,daily
T. Rowe Price Funds SICAV (BGZ799),European High Yield Bond Fund (BJI371),T. Rowe Price (Luxembourg) Management S.a r.l.,30/8/2017,Offering Documents,No,BGZ799,BJI371,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJI371&docType=OD,1.0,european high yield bond fund,bond,BJI371,5%,0,0,1.15%,0,0,0.17%,BJI371,daily
T. Rowe Price Funds SICAV (BGZ799),Global High Income Bond Fund (BJI372),T. Rowe Price (Luxembourg) Management S.a r.l.,30/8/2017,Offering Documents,No,BGZ799,BJI372,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJI372&docType=OD,1.0,global high income bond fund,bond,BJI372,5%,0,0,1.15%,0,0,0.01%,BJI372,daily
Ninety One Global Strategy Fund (AAQ612),Global Total Return Credit Fund (BKJ588),Ninety One Luxembourg S.A.,29/8/2017,Offering Documents,No,AAQ612,BKJ588,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BKJ588&docType=OD,1.0,global total return credit fund,bond,BKJ588,5%,0,0,1.15%,0,0,0.30%,BKJ588,daily
Manulife Advanced Fund SPC (AUW131),U.S. Bank Equity Segregated Portfolio (BJW915),Manulife Investment Management (Hong Kong) Limited,25/8/2017,Offering Documents,No,AUW131,BJW915,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJW915&docType=OD,1.0,u.s. bank equity segregated portfolio,stock,BJW915,5%,1%,0,1.50%,0,0,0,BJW915,daily
Value Partners Fund Series (BCG586),Value Partners Asian Income Fund (BJT506),Value Partners Hong Kong Limited,18/8/2017,Offering Documents,No,BCG586,BJT506,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJT506&docType=OD,1.0,value partners asian income fund,bond,BJT506,5%,0,0,1.50%,0.135%,0,0,BJT506,daily
Amundi HK Portfolios (ATH930),Amundi HK - Disruptive Opportunities Equity Fund (BJU706),Amundi Hong Kong Limited,11/8/2017,Offering Documents,No,ATH930,BJU706,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJU706&docType=OD,1.0,amundi hk - disruptive opportunities equity fund,stock,BJU706,4.5%,1%,0,1.65%,0.11%,0,0,BJU706,daily
i Capital Master Fund (BJB720),i Capital China Fund (BJB721),Capital Dynamics Asset Management (HK) Private Limited,20/7/2017,Offering Documents,No,BJB720,BJB721,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJB721&docType=OD,1.0,i capital china fund,other,BJB721,0,0,0,0,0,0,0,BJB721,
Allianz Global Investors Fund (AOY394),Allianz American Income (BJG507),Allianz Global Investors GmbH,6/7/2017,Offering Documents,No,AOY394,BJG507,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJG507&docType=OD,1.0,allianz american income,bond,BJG507,5%,5%,0,1.29%,0,0,0,BJG507,daily
Allianz Global Investors Fund (AOY394),Allianz US Equity Plus (BJG506),Allianz Global Investors GmbH,6/7/2017,Offering Documents,No,AOY394,BJG506,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJG506&docType=OD,1.0,allianz us equity plus,stock,BJG506,5%,5%,0,1.80%,0,0,0,BJG506,daily
BNP Paribas A Fund (BDF615),BNP PARIBAS A FUND Dynamic Portfolio (BJO513),BNP Paribas ASSET MANAGEMENT Luxembourg,6/7/2017,Offering Documents,No,BDF615,BJO513,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJO513&docType=OD,1.0,bnp paribas a fund dynamic portfolio,other,BJO513,3%,1.5%,0,1.20%,0,0,0.20%,BJO513,daily
Capital International Fund (BGX053),Capital Group AMCAP Fund (LUX) (BJJ521),Capital International Management Company,20/6/2017,"Offering Documents

Waivers Granted",No,BGX053,BJJ521,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ521&docType=OD,1.0,capital group amcap fund (lux),other,BJJ521,5.25%,5.25%,0,0.40%,0,0,0.15%,BJJ521,daily
Capital International Fund (BGX053),Capital Group Global Intermediate Bond Fund (LUX) (BJJ519),Capital International Management Company,20/6/2017,"Offering Documents

Waivers Granted",No,BGX053,BJJ519,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ519&docType=OD,1.0,capital group global intermediate bond fund (lux),bond,BJJ519,5.25%,5.25%,0,0.30%,0,0,0.15%,BJJ519,daily
Capital International Fund (BGX053),Capital Group Investment Company of America (LUX) (BJJ517),Capital International Management Company,20/6/2017,"Offering Documents

Waivers Granted",No,BGX053,BJJ517,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ517&docType=OD,1.0,capital group investment company of america (lux),other,BJJ517,5.25%,5.25%,0,0.40%,0,0,0.15%,BJJ517,daily
Capital International Fund (BGX053),Capital Group New World Fund (LUX) (BJJ518),Capital International Management Company,20/6/2017,"Offering Documents

Waivers Granted",No,BGX053,BJJ518,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ518&docType=OD,1.0,capital group new world fund (lux),other,BJJ518,5.25%,5.25%,0,0.65%,0,0,0.15%,BJJ518,daily
Capital International Fund (BGX053),Capital Group US Corporate Bond Fund (LUX) (BJJ520),Capital International Management Company,20/6/2017,"Offering Documents

Waivers Granted",No,BGX053,BJJ520,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ520&docType=OD,1.0,capital group us corporate bond fund (lux),bond,BJJ520,5.25%,5.25%,0,0.24%,0,0,0.15%,BJJ520,daily
BOCHK Wealth Creation Series (AYX421),BOCHK All Weather China Income Fund (BJE549),BOCHK Asset Management Limited,14/6/2017,Offering Documents,No,AYX421,BJE549,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJE549&docType=OD,1.0,bochk all weather china income fund,bond,BJE549,5.25%,5.25%,0,1.50%,0.125%,0,0,BJE549,daily
T. Rowe Price Funds SICAV (BGZ799),Global Natural Resources Equity Fund (BJI376),T. Rowe Price (Luxembourg) Management S.a r.l.,6/6/2017,Offering Documents,No,BGZ799,BJI376,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJI376&docType=OD,1.0,global natural resources equity fund,stock,BJI376,5%,0,0,1.60%,0,0,0.01%,BJI376,daily
AXA World Funds (AEU586),AXA World Funds - ACT Emerging Markets Short Duration Bonds Low Carbon (BJE590),AXA Funds Management S.A.,17/5/2017,Offering Documents,No,AEU586,BJE590,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJE590&docType=OD,1.0,axa world funds - act emerging markets short duration bonds low carbon,bond,BJE590,3.00%,0,0,1.00%,0,0,0.50%,BJE590,daily
AXA World Funds (AEU586),AXA World Funds - Asian Short Duration Bonds (BJE589),AXA Funds Management S.A.,17/5/2017,Offering Documents,No,AEU586,BJE589,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJE589&docType=OD,1.0,axa world funds - asian short duration bonds,bond,BJE589,3.00%,0,0,1.00%,0,0,0.50%,BJE589,daily
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - Emerging Markets Equity Income Fund (BJJ039),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,ART572,BJJ039,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ039&docType=OD,1.0,allspring (lux) worldwide fund - emerging markets equity income fund,bond,BJJ039,5%,0,0,0.04%,0,2%,2%,BJJ039,daily
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. Select Equity Fund (BJJ042),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,ART572,BJJ042,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ042&docType=OD,1.0,allspring (lux) worldwide fund - u.s. select equity fund,stock,BJJ042,5%,0,0,0.04%,0,2%,2%,BJJ042,daily
Allspring (Lux) Worldwide Fund (ART572),Allspring (Lux) Worldwide Fund - U.S. Short-Term High Yield Bond Fund (BJJ043),Allspring Global Investments Luxembourg S.A.,15/5/2017,Offering Documents,No,ART572,BJJ043,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJJ043&docType=OD,1.0,allspring (lux) worldwide fund - u.s. short-term high yield bond fund,bond,BJJ043,5%,0,0,0.04%,0,2%,2%,BJJ043,daily
Phillip Wealth Funds (BIS316),Phillip HKD Money Market Fund (BIS317),Phillip Capital Management (HK) Limited,9/5/2017,Offering Documents,No,BIS316,BIS317,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIS317&docType=OD,1.0,phillip hkd money market fund,other,BIS317,0,0,0,0.50%,0.030%,0,0,BIS317,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Emerging Multi-Asset Income (BJB882),BNP Paribas ASSET MANAGEMENT Luxembourg,24/4/2017,Offering Documents,No,AEK802,BJB882,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BJB882&docType=OD,1.0,bnp paribas funds emerging multi-asset income,bond,BJB882,3%,1.5%,0,1.25%,0,0,0.35%,BJB882,daily
Pictet (AOY988),Pictet - Robotics (BIV450),Pictet Asset Management (Europe) S.A.,3/4/2017,Offering Documents,No,AOY988,BIV450,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIV450&docType=OD,1.0,pictet - robotics,other,BIV450,5.0%,2.0%,3.0%,1.6%,0,0,0.29%,BIV450,daily
China Universal International Series (AVR837),CUAM Select US Dollar Bond Fund (BIN737),China Universal Asset Management (Hong Kong) Company Limited,23/1/2017,Offering Documents,No,AVR837,BIN737,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIN737&docType=OD,1.0,cuam select us dollar bond fund,bond,BIN737,5%,1%,0,3%,0.15%,0,0,BIN737,daily
HSBC Collective Investment Trust (BBR113),HSBC Asia High Income Bond Fund (BIM280),HSBC Investment Funds (Hong Kong) Limited,19/1/2017,Offering Documents,No,BBR113,BIM280,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIM280&docType=OD,1.0,hsbc asia high income bond fund,bond,BIM280,3.00%,1.0%,0,1.15%,0.07%,0,0,BIM280,daily
UBS (HK) Fund Series (BHX642),UBS (HK) Fund Series - China High Yield Bond (USD) (BHX644),UBS Asset Management (Hong Kong) Limited,16/1/2017,Offering Documents,No,BHX642,BHX644,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHX644&docType=OD,1.0,ubs (hk) fund series - china high yield bond (usd),bond,BHX644,3%,0,0,1.25%,0.09%,0,0,BHX644,daily
UBS (HK) Fund Series (BHX642),UBS (HK) Fund Series - China Opportunity Equity (USD) (BHX643),UBS Asset Management (Hong Kong) Limited,16/1/2017,Offering Documents,No,BHX642,BHX643,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHX643&docType=OD,1.0,ubs (hk) fund series - china opportunity equity (usd),stock,BHX643,3%,0,0,1.87%,0.09%,0,0,BHX643,daily
BEA Union Investment Series (AHE623),BEA Union Investment Asian Opportunities Fund (BIN535),BEA Union Investment Management Limited,4/1/2017,Offering Documents,No,AHE623,BIN535,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIN535&docType=OD,1.0,bea union investment asian opportunities fund,other,BIN535,5%,2.0%,0.5%,1.5%,0.15%,0,0,BIN535,daily
BEA Union Investment Series (AHE623),BEA Union Investment Asian Strategic Bond Fund (BIN534),BEA Union Investment Management Limited,4/1/2017,Offering Documents,No,AHE623,BIN534,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIN534&docType=OD,1.0,bea union investment asian strategic bond fund,bond,BIN534,5%,2.0%,0.5%,1.0%,0.125%,0,0,BIN534,daily
E Fund Selection Investment Series (BDH676),E Fund (HK) Select Bond Fund (BID160),"E Fund Management (Hong Kong) Co., Limited",13/12/2016,Offering Documents,No,BDH676,BID160,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BID160&docType=OD,1.0,e fund (hk) select bond fund,bond,BID160,3%,0,0,3%,1%,0,0,BID160,daily
Allianz Global Investors Fund (AOY394),Allianz Global Opportunistic Bond (BIG309),Allianz Global Investors GmbH,22/11/2016,Offering Documents,No,AOY394,BIG309,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIG309&docType=OD,1.0,allianz global opportunistic bond,bond,BIG309,3%,3%,0,1.14%,0,0,0,BIG309,daily
Nikko AM Hong Kong Investment Funds (BHY160),Nikko AM Asian Small Mid Equity Fund (BHY161),Nikko Asset Management Hong Kong Limited,17/11/2016,Offering Documents,No,BHY160,BHY161,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHY161&docType=OD,1.0,nikko am asian small mid equity fund,stock,BHY161,5.00%,0,0,1.50%,0.125%,0,0,BHY161,daily
Fidelity Funds (AAV264),Fidelity Funds - Asia Pacific Strategic Income Fund (BIC492),FIL Investment Management (Luxembourg) S.A.,25/10/2016,Offering Documents,No,AAV264,BIC492,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIC492&docType=OD,1.0,fidelity funds - asia pacific strategic income fund,bond,BIC492,3.5%,1%,0,1.00%,0,0,0.35%,BIC492,daily
Fidelity Funds (AAV264),Fidelity Funds - China High Yield Fund (BIC493),FIL Investment Management (Luxembourg) S.A.,25/10/2016,Offering Documents,No,AAV264,BIC493,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIC493&docType=OD,1.0,fidelity funds - china high yield fund,bond,BIC493,3.5%,1%,0,1.20%,0,0,0.35%,BIC493,daily
Fidelity Funds (AAV264),Fidelity Funds - Sustainable Emerging Markets Equity Fund (BIC494),FIL Investment Management (Luxembourg) S.A.,25/10/2016,Offering Documents,No,AAV264,BIC494,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BIC494&docType=OD,1.0,fidelity funds - sustainable emerging markets equity fund,stock,BIC494,5.25%,1%,0,1.50%,0,0,0.35%,BIC494,daily
Capital International Fund (BGX053),Capital Group Euro Bond Fund (LUX) (BHJ242),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ242,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ242&docType=OD,1.0,capital group euro bond fund (lux),bond,BHJ242,5.25%,5.25%,0,0.23%,0,0,0.15%,BHJ242,daily
Capital International Fund (BGX053),Capital Group Euro Corporate Bond Fund (LUX) (BHJ243),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ243,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ243&docType=OD,1.0,capital group euro corporate bond fund (lux),bond,BHJ243,5.25%,5.25%,0,0.24%,0,0,0.15%,BHJ243,daily
Capital International Fund (BGX053),Capital Group Global Bond Fund (LUX) (BHJ241),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ241,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ241&docType=OD,1.0,capital group global bond fund (lux),bond,BHJ241,5.25%,5.25%,0,0.30%,0,0,0.15%,BHJ241,daily
Capital International Fund (BGX053),Capital Group Global Equity Fund (LUX) (BHJ236),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ236,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ236&docType=OD,1.0,capital group global equity fund (lux),stock,BHJ236,5.25%,5.25%,0,0.53%,0,0,0.15%,BHJ236,daily
Capital International Fund (BGX053),Capital Group Global High Income Opportunities (LUX) (BHJ240),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ240,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ240&docType=OD,1.0,capital group global high income opportunities (lux),bond,BHJ240,5.25%,5.25%,0,0.45%,0,0,0.15%,BHJ240,daily
Capital International Fund (BGX053),Capital Group Japan Equity Fund (LUX) (BHJ237),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ237,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ237&docType=OD,1.0,capital group japan equity fund (lux),stock,BHJ237,5.25%,5.25%,0,0.45%,0,0,0.15%,BHJ237,daily
Capital International Fund (BGX053),Capital Group World Dividend Growers (LUX) (BHJ239),Capital International Management Company,14/10/2016,"Offering Documents

Waivers Granted",No,BGX053,BHJ239,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHJ239&docType=OD,1.0,capital group world dividend growers (lux),other,BHJ239,5.25%,5.25%,0,0.53%,0,0,0.15%,BHJ239,daily
Ninety One Global Strategy Fund (AAQ612),All China Equity Fund (BHZ554),Ninety One Luxembourg S.A.,22/9/2016,Offering Documents,No,AAQ612,BHZ554,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHZ554&docType=OD,1.0,all china equity fund,stock,BHZ554,5%,0,0,1.50%,0,0,0.30%,BHZ554,daily
Pictet HK (BHN011),Pictet Strategic Income (BHN020),Pictet Asset Management (Hong Kong) Limited,25/8/2016,Offering Documents,No,BHN011,BHN020,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BHN020&docType=OD,1.0,pictet strategic income,bond,BHN020,5%,1%,1%,1.4%,0.06%,0,0,BHN020,monthly
